tokenized_and_stemmed,tweet_english,klasifikasi
concent ikn emang batalin kek udah lock deh anis ngusung ubah ikn tetep jalan coba dong data nyebutin mungkin bisa di batalin ga soal udah uu kan,"concent ikn actually cancels it, it's already locked, anis tries to change the ikn, it still works, please try it, the data says maybe it can be canceled, it doesn't matter if it's already done, right?",Positif
tanya kiyai kl pimpin penghianat rakyat jabat korup buat derita rakyat pakai uang rakyat bukan utama sejahtera rakyat lebih penting buat mercusuar ikn kereta cepat tidak siksa jg akhirat,"ask the kiyai if you lead a traitor to the people in a corrupt position for the people's suffering, using people's money is not the main thing for the welfare of the people, it's more important to make a lighthouse, fast trains don't cause torment in the afterlife",Positif
kebut selesai jalan tol ikn hut ri,speeding to complete the ikn hut ri toll road,Positif
ni orang soal elektabilitasnya sendiri udah tau problem dan solusi malah terus dilakuin balik honestly i was rooting for ikn kalo orang jadi kepala solusi problem yang tawar tenaga ahli kayak gaakan yang dipake,"this is a person who is a matter of his own electability, he already knows the problems and solutions, but he continues to do it again. honestly, i was rooting for it if people became the head of problem solutions who offered experts like the ones they didn't use.",Positif
gw jadi bayangin 500an orang duduk hadap partai perintah vs partai luar perintah misal pdip vs pks gitu kan terus kemudian debat masalah ikn misal kemudian siar live youtube seru sih,"i can imagine 500 people sitting facing a party of command vs a party outside of command, for example, pdp vs. pks, like that, and then debating the issue of ikn, for example, then broadcasting live on youtube, it's really exciting.",Positif
gimana yah temen ku udah bangga banget soal sama jokowi bener harap program ikn dilanjutin terus ken nikel indo asai sama asing jokowi kemarin udah ngambil langkah tegas buat nikel juga suka anies ktanya ngacak program ahok,"how about it, my friend, i'm really proud of jokowi, i really hope that the ikn program will be continued, indo nickel asai and foreign jokowi yesterday took firm steps for nickel, he also likes anies, he said, messing up ahok's program.",Positif
udah gue reply jg seru soal kan bahas mafia2an gue suruh coba tonton dulu documentary sexy killer cari tau pemilik2 lahan tanah sekitar ikn sekali cari artikel video yt ngebahas anggar kmnhan 1700t harus habis tahun,"i've already replied that it's also interesting about discussing mafias. i told you to try watching the documentary sexy killer first, find out about land owners in the area, once look for a video article that discusses 1700t kmnhan fencing, it should be finished this year.",Positif
emang dah benar kaya ikn perlu tinjau ulang grasa-grusu legacy satu rezim pikir lebih baik tidak sia2 hutan tebas arsitek ancang kota salah satu penting peran sini ayo pikir,"it's true that it's really rich, we need to review the grasa-grusu legacy of one regime, think it's better not to waste forests, slash city planning architects, one of the important roles here, come on, think about it",Positif
sayembara masterplan ikn dulu dah potensi baik menang negara rimba nusa kenapa makin kesini makin kesana kemana2,"ikn's master plan competition used to have good potential to win in the jungle country of nusa, why are you coming here and going everywhere?",Positif
akan ikn jadi another dubai architecture theme park akrobat2 bentuk lebih arsitek yang ok2 dan nikmat ada yang waduh apa2an nih ,"it will be another dubai architecture theme park, acrobatics, more architectural forms that are ok and delicious, there are those who wow what the heck?",Positif
sdh jadi usaha kaya gk perlu jadi menteri bakal jadi kuasa ikn,"if you have become a rich business, you don't need to be a minister to become a fish power",Positif
aneh hoby-nya buang duit proyek jelas tidak sentuh butuh dasar masyarakat ikn food estate kereta cepat begitu selesai mau subsidi naik pajak motor sekarang cuma tembok raksasa  mo bikin kubang ,"it's strange, his hobby is wasting money, obviously the project doesn't touch the basic needs of the community, ikn, food estate, fast train once it's finished, i want to subsidize the motorbike tax increase, now it's just a giant wall, you're going to make a hole in it",Positif
atrbpn menteri agraria tata ruang kepala badan tanah nasional atr bpn had tjahjanto damping presiden ri joko widodo rangkai leta batu pertama groundbreaking tinjau bangun ibu kota nusantara ikn,atrbpn minister of agrarian spatial planning head of national land agency atr bpn had tjahjanto accompanying president of the republic of indonesia joko widodo sangkai leta first stone groundbreaking review building archipelago capital ikn,Positif
bener mending golput gua suka proyek ikn siganjar bilang msh mau ngelanjutin ikn,"it's true that it's better to abstain, i like the ikn project. siganjar said he still wants to continue ikn",Positif
pt lajuland bangun destinasi wisata lakeview ikn ubah lahan bekas tambang batu bara jadi spot milenial tarik rainbow slide skywalk siap manja unjung,"pt laluland builds lakeview ikn tourist destination, converts ex-coal mining land into attractive millennial spot, rainbow slide skywalk, ready to pamper visitors",Positif
lebih masuk akal anggar 450 triliun tahun makan siang gratis rawan korupsi anggar besar nilai tara biaya total bangun ikn uang darimana,more reasonable budget 450 trillion a year free lunch prone to corruption large budget tare value total cost of building ikn where does the money come from,Positif
kata lanjut ikn sekarang butuh pangan urus makan cucu gratis gimana  lieur,"i continue to say that now i need food to take care of my grandchildren's meals for free, how can i lieur",Positif
mau 02 ibarat dosa kaya bayi baru lahir nyapres gagas sekarang tetap bakal gua pilih gagas terlalu kosong superfisial banding masalah ada makan siang gratis ikn impor sapi pajak umkm nyari ketua ormawa yang gagas bagus,wanting 02 is like a sin like a new born baby running for president gagas now i will still choose gagas too empty superficial appeal problem there is a free lunch ikn imported cattle tax umkm looking for a head of ormawa who has good ideas,Positif
jadi mau pindah ke ikn kalo dapet rezeki masa depan anak cucu mudah2an jadi lebih baik jakarta-bandung kabar gabung makin tambah sumpek pulau jawa kita lihat kembang ikn semangat lanjut bangun pak terimakasih pak,"so i want to move to ikn if i can get sustenance for the future of my children and grandchildren, hopefully jakarta-bandung will be better. the news of joining is getting increasingly crowded, the island of java, let's see the flowering of ikn. keep up your spirits, sir. thank you, sir.",Positif
pak ganjar tetap lanjut ikn bansos jadi bukan ubah,"mr ganjar is still continuing with social assistance, so that's not a change",Positif
lah ubah gimana kan pak ganjar masih komitmen terus ikn lanjut bansos jg,"so how do you change it, mr gangar is still committed to continuing social assistance too",Positif
menteri esdm target sedia plts tenaga 50 mau sokong ikn,minister of energy and mineral resources targets to have 50 plts ready to support ikn,Positif
saat sri out tinggal alas simpel utang negara kait rencana visi misi mau bijak amp ulah jokowi hal tidak sinkron kait lapor uang negara jkw sendiri sbg citra media banget ikn cenderung hoax,"when sri out, just a simple foundation of state debt related to plans, vision and mission, want to be wise and jokowi's actions, things that are not in sync, related to reporting state money, jkw itself as a media image really tends to be a hoax",Positif
wah mending lahan 230 ribu ha banding makan siang lahan gratis gegara kini kertas beli pabrik kertas tanah negara sebahagian kordinat masuk ikn hasyim punya otak maling,"wow, it's better if 230 thousand hectares of land compares to free land lunch because now paper is buying paper mills, state land, some of the coordinates for entering ikn hasyim have thieves' brains",Positif
hahaha jadi ikn tempat buang  lah ibukota bukan orang pilih malah orang buang,"hahaha so it's a place to throw away the capital, people don't choose it, people just throw it away",Positif
program 02 makan siang gratis susu gratis sama ikn lagi,program 02 free lunch free milk and fish again,Positif
someone said kaya kubah masjid ikn im screaming,someone said rich mosque dome im screaming,Positif
semua makan buai kata2 anies mau kasih waktu 2 periode 1 40 kota dia janji tak jadi nyata hny kelabu spy lihat lebih hebat 1 ikn lihat rekam jejak dki anies tetap anies jago omon-omon 03 lebih,all the words of anies want to give him 2 periods 1 40 cities he promised didn't come true just gray spy see more great 1 ikn see dki track record anies still anies is good at talking 03 more,Positif
cari ikn bang wkwk,look for fish bro hahaha,Positif
jujur kalau terlalu kelompok masy libat mungkin ikn mulai bangun hari,"honestly, if too many community groups are involved, it might start to wake up",Positif
gue beneran mo daftar ikn karena jiwa bebas sy ronta,i really want to register for ikn because my free spirit is struggling,Positif
takdir kak temenku sadar kalo anies lebih baik masih kekeh prabowo trus takdir kata akan angkat pppk ketika mau milih prabowo nggak mau pindah ikn,"it's fate, my friend realized that anies was better off still laughing at prabowo, then fate said he would lift pppk when he wanted to vote, prabowo didn't want to move.",Positif
kata tunda sih lebih skala prioritas dlm arti bangun hanya fokus ikn but wallahualam,"the word postpone is more of a priority scale in the sense of waking up and just focusing on fish, but wallahualam",Positif
ikn nusantara tingkat ekonomi wilayah,indonesian archipelago regional economic level,Positif
lebih cuan ikn eh,more money eh,Positif
nah makin tolol kan nihh utang indo per hari saja dah berapa t mau tambah buat makan siang gratis 470t kemudiaan susu gratis dri 1 5jt sapi lalu ken lanjut ikn butuh berapa ribu t lgi buat program pentinrg,"well, it's getting more and more stupid, isn't the indonesian debt per day just how much do you want to add to the free lunch, 470 thousand, then free milk from 1,5 million cows, then let's continue, how many thousands do you need, more for an important program?",Positif
heheh bukan fitnah tpi fakta jkw langgeng anak jadi cawapres saat masih jabat jkw buru buru bangun ikn pdhal investor tidak masuk2 jkw sepele hutang bunga besar china jadi buat negara bangkrut,"heheh, it's not slander, but it's a fact that jkw's son became vice presidential candidate while he was still in office. jkw was in a hurry to build a fish even though investors weren't coming in. jkw is trivial, china's huge interest debt is causing the country to go bankrupt",Positif
kayak asn k l pusat udah pindah ikn nih kominfo,"it's like the asn has moved the center, right? kominfo",Positif
bismillah half blood bandung jawa thn 00 mungkin pindah ikn haha,bismillah half blood bandung java in 00 maybe moving to fish haha,Positif
makan tugas orang tua anggar 450t tahun buat makan gratis tara bangun ikn investor ,eating parents' duties budgets 450t a year for free food tara wakes up ikn investor,Positif
memang mau ditaroh mana sapi 2 juta ekor apa mau ditaroh bekas pudestet curiga pull korupsi siapa akan miara berapa ahli ternak semua tenaga kerja berapa biaya miaranya woi duit mana itu ikn bikin proyek maling,"where do you want to put the 2 million head of cattle? do you want to put it? the ex-pudestet is suspicious of corruption. who will do it? how many livestock experts are all the workers? how much will the miara cost? hey, where's the money? i'm making a thief's project.",Positif
ikn kayakny bagus loh,"the fish seems good, you know",Positif
pak ganjar komitmen terus ikn lanjut bansos nusron bilang realokasi dana bansos buat makan gratis,sir rewards commitment to continuing to continue social assistance nusron said to reallocate social assistance funds for free meals,Positif
bukan jadi awas benar jadi jubir metland milik lahan videotron fakta milik metland adl dukung ikn metland jadi tempat rawan paktua-bayi nepotisme ada giat ujung rejim,"not so be careful, be a spokesperson for metland, which is owned by videotron land, the fact is that metland's property is supporting ikn, metland is a place prone to nepotism, which is active at the end of the regime",Positif
jelas runtut cara ikn wujud perata cara ikn tingkat ekonomi papua aceh malu lain,it is clear that the economic level of papua aceh is one of the other ways to level out the economic level,Positif
pak ganjar masih komitmen terus ikn pak ganjar-mahfud lanjut bansos menggurang justru tambah cakup,"mr gangar is still committed to continuing, mr gangar-mahfud continues to reduce social assistance and actually increase coverage.",Positif
hemat anggar pilih gubernur tapi ikn jalan presiden itu,"it's economical to choose governor, but it's the president's way",Positif
bener bnget arah politik ganjar agak kurang jelas mau oposisi lanjut nggak jelas kalau aku jadi ganjar mending langsung oposisi cara beda dengan aniess lebih sehat sok an oposisi ada jilat nya rezim cnth ikn,"it's true that the political direction of reward is a bit unclear, whether the opposition will continue, it's not clear that if i become a reward, it's better to go directly to the opposition. the different method with aniess is healthier, so the opposition has a lick of the regime, for example, ikn",Positif
dana stungitng puskesmas aj korupsi abiss abisaan cuma apaa lgian bicara dana dana makan siang tuh lebih gede dri bangun ikn dri duit,"funding for supporting community health centers, corruption is abyss, what else are you talking about, lunch funds are bigger than building money from money",Positif
bilang ikn lebih penting otak gimana,i say the brain is more important,Positif
wah abot ki sama sulung mbak jawa iman umur bapak-ibuk prefer mantu asn ibuk-bapak mau anak kerja tinggal ikn good luck bang moga segera dapet,"wow, abot ki and eldest miss java, iman's age, ladies and gentlemen, prefer in-laws, asn, if you want your child to work, just have a good luck, bro, i hope you get it soon",Positif
pas bahas ikn arti desak anies kalimantan cmiiw soal lupa,right when discussing the meaning of anies' insistence in kalimantan cmiiw about forgetting,Positif
ikn nusantara tingkat ekonomi wilayah,indonesian archipelago regional economic level,Positif
ubah mata pak ganjar komitmen terus ikn lanjut bansos,"change your eyes, sir, reward commitment and continue social assistance",Positif
hah sumpah kak jauh banget malah kalimantan ikn,"hah, i swear, it's really far away, even kalimantan",Positif
anak muda pas makan sama teman di bahas politic nyata soal ikn lah milih calon presiden nya si a b c lah kagum nih gue dengernya aware soal politik nyata,"when young people eat with friends, they discuss real politics about fish, choose their presidential candidate, a b c, i'm amazed to hear that they are aware of real politics.",Positif
amat prediksi wadas ikn bakal bahas debat empat capres-cawapres,wadas ikn really predicts that it will discuss the debate between the four presidential and vice presidential candidates,Positif
jangan2 konspirasi cetus ikn proyek reklamasi cegat jadi nyari lahan baru kalo beneran pantes abah jegal habis2an cukong2 udh keluar duit biar proyek ttp jalan,"don't let the conspiracy spark the reclamation project being stopped so you're looking for new land. if it's really worth it, you're going all out, the barons are already spending money to keep the project going.",Positif
1 pontianak emang bagi jika ikn sdh jadi 2 makan siang gratis bukan solusi cegah stunting 3 kalau mau debat jangan belakang orgnya pak lgsg didpn orang nya debat capres kmrn,"1 pontianak really will give if the fish is already ready 2 free lunch is not a solution to prevent stunting 3 if you want to debate, don't go behind the person, sir, go directly in front of the person, debate the presidential candidate tomorrow",Positif
makin yakin sdg baik pokok ngartikannya balik antithesisnya kalau hari koordinasi jadi sungguh bukan koordinasi rekreasi pelosok negeri cari solusi macet investasi ikn,"increasingly confident that it is good, the main thing is to reinterpret the antithesis if the day of coordination is really not a coordination of recreation across the country looking for a solution to the stalled fish investment",Positif
pusat latih pssi ikn dapat perhati presiden jokowi progres bangun 20 target selesai mei 2024 harap besar lahir atlet kelas dunia indonesia,pssi ikn training center can pay attention to president jokowi's progress in building 20 targets for completion in may 2024. great hope for world class indonesian athletes to be born,Positif
bapak ngejelasin mulai problema bumn konstruksi potensi ikn capres taktik jatuh lawan politik so fun  padahal aku ngga tau apa cmn nanya doang bapak detail jelasin semuaaa makasih pak,"sir explained starting from the problems of state-owned construction, potential presidential candidates, tactics for falling political opponents, so fun, even though i don't know what to do, just ask, sir, explain everything in detail, thank you, sir.",Positif
iseng ah tolak mbak2 jawa lebih tua 7 tahun urus tinggal ikn saja sedang dinas salah satu kab kalimantan,"just for fun, reject it, javanese ladies who are 7 years older, just take care of the fish and are currently serving in one of the districts of kalimantan.",Positif
gila bang ara nyata maneuvernya kurang rapih main dulu kek wkwkkw cari investor buat ikn misal aguan kawan saja main rapi netral kmn2 sibuk cari cuan kan skrg bang ara bisnismen bgt,"it's crazy, bro, it's real that your maneuvers aren't very neat, just play first, wow, look for investors for fish, for example, friends, just play neatly, neutral, but you're busy looking for money right now, bro, you're really a businessman.",Positif
hahaha satu proyek ikn,hahaha one fish project,Positif
aku jauh sih kalo ikn rumah 2 jam,i'm far away if i'm home for 2 hours,Positif
kapasitas hkti apa dukung ikn,what real capacity supports fish?,Positif
ikn bangga,i'm proud,Positif
ubah apa ganjar masih komitmen terus ikn lanjut bansos kurang justru malah tambah cakup,"change what the reward is, still make a commitment to continue, social assistance is less than enough, in fact it becomes more comprehensive",Positif
remeh ikn kan udah jadi undang ikn dukung lembaga negara kalau kritis ikn beda sama orang kritis thp food estate yang rugi negara rp 6 triliun rusak lingkung amp rugi masyarakat adat persis orde baru,"it's trivial, fish has become a law, support state institutions if it's critical, fish is different from critical people, but food estates cost the state rp. 6 trillion, damage to the environment & losses to indigenous communities, exactly the same as the new order",Positif
jangan gitu bang sibuk push ikn biar tanah adinda lakuuu,"don't be like that, bro, busy pushing fish so that your land will do well",Positif
ikn sangat beri dampak positif bangsa,ikn really has a positive impact on the nation,Positif
mantap benar nih ikn,that's really cool,Positif
edisi cari calon istri nih  asn pria lahir thn 1998 dom jakpus kriteria islam umur lebih muda mau tinggal ikn kalo mba mba jawa sila balas tweet siapa cepat dapat,"this edition of looking for a future wife is a male candidate born in 1998 in jakarta, islamic criteria, younger age, want to stay, if you are a javanese lady, please reply to the tweet, first come first served",Positif
makanya penting makan drpada ikn mewah,that's why it's important to eat instead of luxury fish,Positif
sorry kaya jawab kena lahan ratus ribu hektar yang nanti bengkalai ikn terus mau apa  barangkali yang udh nangkap jawab bantu cerah ngab,"sorry, it's like answering about hundreds of thousands of hectares of land that will be abandoned later, so what do you want? maybe those who have been arrested will answer, help bright, bro.",Positif
saya tau argumen karna dukung ikn perata jakarta butuh anies selesai program but ayo lah bro you know makin suara sadar dukung 01 makin besar konten kamu guna serang 01,i know the argument for supporting ikn perata jakarta needs anies to finish the program but come on bro you know the more conscious voices support 01 the greater your content will be for serang 01,Positif
yg jelas proyek ikn,what is clear is the ikn project,Positif
perintah target plts 50 mau pasok listrik ikn,plts 50 target command wants to supply ikn electricity,Positif
couldn t agree more aku mantab dukung pak anies bukan karena profil beliau jg dengar langsung papar analisa tim ttg ikn pak tom lembong pakar investasi prof sulfikar amir pakar sosiologi kota november lalu baru telah poin visi misi,"couldn't agree more, i really support mr. anies, not because of his profile, i also listened directly to the team's analysis of ikn, mr. tom lembong, investment expert, prof. sulkar amir, city sociology expert. last november, i just had the vision and mission points",Positif
kalau 5 pulau besar penuh standar butuh kembang aman posture infrastruktur sejahtera dengan sendiri indonesia mamur sejahtera sebab tuju ikn itu logis sebar cepat bangun,"if the 5 big islands are full of standards, they need safe development, prosperous infrastructure posture, indonesia is prosperous, because the goal of fish is logical, spread quickly, build",Positif
oikn ajak university of maryland as riset bijak ikn,oikn invites university of maryland us to research wise ikn,Positif
pak tua makan mulu dikampamyekan duit mana belumm proyek ikn kereta cepat naik pajak cekik rakyat,"the old man is always campaigning for money, but the high-speed train project will increase taxes, strangling the people",Positif
awal ikn penuh tipudaya,the beginning was full of deception,Positif
jokowi the king of indonesia s game theory lawan jadi kawan pepet truly game maker jujur skeptis jokowi nyusun strategi sendiri you know la it s so over for us ikn libas kabeh broo,jokowi the king of indonesia's game theory opponents become friends pepet truly game maker honest skeptic jokowi makes his own strategy you know la it's so over for us ikn libas kabeh broo,Positif
simbol lanjut prabowo-gibran paling komitmen tuntas bangun ikn radar kudus radar kudus,prabowo-gibran's next symbol is the most committed to completely building ikn kudus radar kudus radar,Positif
simbol lanjut prabowo-gibran paling komitmen tuntas bangun ikn radar kudus radar kudus,prabowo-gibran's next symbol is the most committed to completely building ikn kudus radar kudus radar,Positif
bangun ikn nusantara dampak positif lingkung,build the archipelago's economy with positive environmental impacts,Positif
ikn nusantara tingkat ekonomi wilayah,indonesian archipelago regional economic level,Positif
menteri kerja umum rumah rakyat pupr basuki hadimuljono janji kualitas jalan tol ikn nusantara baik indonesia,public works minister pupr basuki hadimuljono promises that the quality of indonesia's ikn archipelago toll road will be good,Positif
memang panutan sih jangan2 islam mu cuma ktp ,it's true that your role model isn't just an id card,Positif
metland tambun bekas mjd tempat kata ortunya gen milenial amp z rawan paktua-bayi nepotisme itu ciputra milik metland dukung ikn woy berani bahas fakta ini ga culi videotron kait pihak politik toh,"metland has become a place where parents say millennial genes are prone to nepotism, that's metland's ciputra, support ikn, wow, dare to discuss this fact, don't be fooled by videotron's connection to political parties, anyway",Positif
wow dana mana kan udah habis buat susu makan siang gratis pak lagi ikn dari pajak motor bensin,"wow, where have you run out of funds for free lunch milk, sir, and the money comes from motorbike petrol tax",Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif
atrbpn menteri agraria tata ruang kepala badan tanah nasional atr bpn had tjahjanto damping presiden ri joko widodo rangkai leta batu pertama groundbreaking tinjau bangun ibu kota nusantara ikn,atrbpn minister of agrarian spatial planning head of national land agency atr bpn had tjahjanto accompanying president of the republic of indonesia joko widodo sangkai leta first stone groundbreaking review building archipelago capital ikn,Positif
om bonnie boleh tiru ara sukses ngumpulin setor usaha atas nama partai maupun gelap bijak ijin dll diurusin besar feenya tajir inves ikn bareng aguan punya rumah jalan diponegoro kiat anggota dpr jadi usaha kaya,"uncle bonnie, can you imitate how to successfully collect business deposits in the name of the party or how to get rid of permits, etc., take care of big fees, earn money, invest in fish together with me, have a house on jalan diponegoro, tips for dpr members to become rich in business",Positif
iya pak kamu jilat trs pak gausa mikirin ideologi penting ego pribadi bisnis ikn lancar jaya,"yes, sir, you lick it, sir, you don't have to think about important ideologies, personal ego, business, business, success, success",Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif
ngomong bgini ikn lanjut kontradiksi sekali,saying this is a complete contradiction,Positif
prabowo minta sukarelawan gerak menang milu 2024 bangun ikn lanjut dia pilih,prabowo asked for volunteers for the movement to win the 2024 milu to build further icons for him to choose,Positif
prabowo minta sukarelawan gerak menang milu 2024 bangun ikn lanjut dia pilih,prabowo asked for volunteers for the movement to win the 2024 milu to build further icons for him to choose,Positif
nah kalau kalimantan dukung ikn vs dukung ikn  bal kental banget budaya wkwkwk,"well, in kalimantan, supporting ikn vs. supporting bale fish has a very strong culture, hahaha",Positif
emang sih program prabowo lebih unggul ikn makan siang,it's true that prabowo's program is superior to lunch,Positif
-nah jadi pak anies bukan telantar proyek ikn akan lanjut sudah waktu prioritas bukan buat istana kalimantan ujung nikmat jabat saat ini anies penuh butuh dasar rakyat dulu rata,"- so, mr. anies is not neglected, the ikn project will continue, it's time to prioritize, not for the kalimantan palace, the end of the blessings of office at this time, anies is full of need for the basis of the people first to be even",Positif
tanya dong pak rakyat butuh makan gratis mending cari makan sendiri gaji gede lagi program makan gratis dana tahun nya ngalahin bangun ikn,"ask sir, the people need free food, it's better to find food for themselves, get a big salary, the free food program has yearly funding, it's better to get rid of fish.",Positif
jawab b sport city karna sport city masuk bangun ikn yuk ikut giveaway tau sama2 untung,answer b sport city because sport city is entering wake up let's join the giveaway you know you'll win,Positif
prabowo minta sukarelawan gerak menang milu 2024 bangun ikn lanjut dia pilih,prabowo asked for volunteers for the movement to win the 2024 milu to build further icons for him to choose,Positif
prabowo minta sukarelawan gerak menang milu 2024 bangun ikn lanjut dia pilih,prabowo asked for volunteers for the movement to win the 2024 milu to build further icons for him to choose,Positif
masih abu soal ikn bahkan tolak lanjut langsung hukum sama warga kalimantan,the issue of ikn is still unclear and even refuses to take legal action directly against the people of kalimantan,Positif
sedot anggar thn paslon menang 1 450 t mkn gratis 2 beli alutsista 3 1000 t bayar hutang pokok bunga 5 biaya bangun ikn 450 rencana terima 2800 t bayang berapa tambah hutang negara u prog mimpi junjung yang blm butuh rakyat,suck fencing year candidate pair wins 1 450 t free food 2 buy defense equipment 3 1000 t pay debt principal interest 5 costs to build ikn 450 plan receive 2800 t imagine how much more will be added to the national debt u prog dream of upholding which the people don't need yet,Positif
-masih lanjut nomor 5 mungkin mudah erti maksud pak anies ya gapapa pak anies jelas ke rakyat ikn di desak anies yuk simak baik,"-still continuing with number 5, maybe it's easy to understand what mr. anies means, that's okay, mr. anies is clear to the people, i'm being urged by anies, let's listen carefully",Positif
krn project yang bikin masuk geng asalbukan02 udah abis pikir kalimantan buat ikn eh nambah food estate dunia tuh hadap sama climate change dari jaman sd duluu pun ajar kalau kalimantan paru dunia trus babat ajah gtu hutan,"because the project that made you join the gang of origin, not 02, i've already thought about kalimantan for fish, and adding to the world's food estate, it's been facing climate change since elementary school, and it's taught me that kalimantan is the lung of the world, so it's just tripping over the forest.",Positif
5 anies akan lanjut ikn lah gimana dong debat capres ada kpu kemarin bahas jawab tegas ikn ini bukan mau lepas saja yuk simak dulu jelas,"5 anies will continue ikn, how about the presidential candidate debate? yesterday, the kpu discussed the answer firmly, ikn, i don't want to let it go, let's look at it clearly first.",Positif
buat atur baru wakil presiden 2024-2029 jokowi harap gibran so kuasa triliun aset dki jakarta bogor tangerang bekas kawasan aglomerasi makanya halte transjakarta ubah nama satu per satu bisa jual buat nutup ikn wkwkwk,"make a new arrangement for vice president 2024-2029 jokowi hopes that gibran will have trillions of assets, dki jakarta, bogor tangerang, former agglomeration area, that's why transjakarta bus stops change their names one by one, you can sell them to cover ikn hahaha",Positif
l kac derita loo hut milik bumn bukn milik publik bisnis to bisnis cari untung loo tukang palak rakyat jago kandang jual sama asing keok ikn laku laku peaak jabat voc,l kac suffers loo hut owned by state owned company not owned by public business to business looking for profit loo craftsman palak people good at selling to foreigners loses ikn sells top of the line voc,Positif
minta domestik utama lanjut tumbuh konsumsi masuk dampak positif selenggara milu tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"ask the main domestic to continue to grow, consumption will have a positive impact on holding the milu, special investment levels, building roads, continuing to build psn, entering the capital of the archipelago, ikn",Positif
pala dana usaha tambang kurang gede kali makanya kubu 02 tambahin bayar kang surpaynya cepat naik angka 51 prabowo gibran langsung dlantik jadi 14feb masyarakat usah nyoblos lumayan hemat anggar jadi dana alokasi ikn,"nutmeg mining business funds are not big enough, that's why the 02 camp adds to the payment, the surpay quickly rises, the number 51, prabowo gibran is immediately inaugurated, so on 14 february, people have to vote, it's quite economical, the budget is an ikn allocation fund",Positif
masuk dampak positif selenggara milu tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"entering the positive impact of holding the milu, the special investment level for building roads continues to build psn, entering the capital of the indonesian archipelago, ikn",Positif
lengkap sengsara rakyat subsidi bbm cabut pajak motor naik buat proyek makan siang gratis ikn kereta cepat,"complete the misery of the people, fuel subsidies, remove tax on motorbikes for the free lunch project, fast train",Positif
kalo memang pake kalimat ya lebih cocok guna buat bangun ikn emang bawa2 perata padahal jelas keliru anggap perata bangun bner aje rugi dong ,"if you really use the phrase yes, it's more suitable for building a building, but it's true that you're carrying flatteners, even though it's clearly a mistake to think that building a flattener is true, it's just a loss, right?",Positif
bang era kayah skr inverstasi ikn takut ikn dak lanjut jawab dalam hati,"bro, the rich era of investing is now scared and i will continue to answer in my heart",Positif
dukung minta domestik utama lanjut tumbuh konsumsi masuk dampak positif selenggara milu tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"support major domestic requests to continue growing consumption, have a positive impact on holding milu, special investment levels, build roads, continue building psn, enter the capital of the archipelago, ikn",Positif
program aku harap indonesia depan paslon tekrait batal ikn maju 40 kota di indo sebavai anak kuliah rantau ngerasain banget timpang utama dlm relasi kerja akses transportasi,"i hope indonesia's next program will cancel the technical candidate's progress in 40 cities in indonesia, as overseas college students feel very unequal in terms of work relations, access to transportation",Positif
kemenko polhukam dorong target bangun sistem tahan ikn nusantara realisasi,"the coordinating ministry for political, legal and security affairs is pushing for the target of building an indonesian fish resilience system to be realized",Positif
masih lrt lagi ikn kalo nekad terus romusha 4 0,"there's still another light rail if you're brave, keep going romusha 4 0",Positif
pad rupa buah bagai layan selenggara dki punya pad tinggi punya layan prima ini akan kembang kota paham ini terlalu rumit maju 40 kota jauh lebih rasional realistis banding ikn,"the fruit-shaped pad is like the service provided by dki, it has a high pad, it has excellent service, this will develop, the city understands that this is too complicated, developing 40 cities is much more rational, realistic than ikn",Positif
n nya tentu bukan ikn sama juta nilai baik pimpin begitu wajib waspada pimpin halal segala cara sembunyi balik giat populis politik jadi main menang kalah panggung sandiwara,"of course it's not a fish with a million good points, you have to be alert, you have to be alert, you have to hide and hide, you're active, political populists are playing and winning and losing on stage.",Positif
kerja mau nama ujung2nya rakyat tanggung nnti ikn jadi bayar utang yang bejibun,"if you work to make a name for yourself, in the end, the people will be responsible for paying off huge debts",Positif
masuk dampak positif selenggara milu tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"entering the positive impact of holding the milu, the special investment level for building roads continues to build psn, entering the capital of the indonesian archipelago, ikn",Positif
mimpi apee bandingin visi ikn sing udh jalan jaman tv item putih sih bukan mimpi adab otak tidak maju 0 0 0 0 in 1592474942146154497 1748541354513469677 1897loveju sat jan 20 08 00 34 0000 2024 1748616492617490562 gas pol p prabowo gibran menang ikn lanjut kal bar jalan mulus ,"apee's dream compares the vision of ikn sing, it's already running, the white item is not a dream, brain manners are not advanced 0 0 0 0 in 1592474942146154497 1748541354513469677 1897loveju sat jan 20 08 00 34 0000 2024 17486164926174 90562 gas pol p prabowo gibran wins ikn continue kal bar smooth road",Positif
warga ikn dukung food estate ya wah btw laut manusia tumpah ruah tuh pak batam,"ikn residents support the food estate, wow, btw, the sea of ​​people is overflowing, batam sir",Positif
