tokenized_and_stemmed,tweet_english,klasifikasi
presiden joko widodo tinjau kembang bangun training center pssi ibu kota negara nusantara ikn najam paser utara kalimantan timur,"president joko widodo inspects kembang wake up training center pssi, capital of the archipelago, ikn najam paser utara, east kalimantan",Negatif
presiden jokowi beri dorong besar proyek infrastruktur ikn groundbreaking tahap 4 tanda langkah maju hotel bintang gudang hijau kantor oikn investasi capai rp 1 1 triliun,president jokowi gives big push to ikn infrastructure project groundbreaking stage 4 signs of progress star hotel green warehouse oikn office investment reaches idr 1.1 trillion,Negatif
hallo warga malang ramai giat hari jadi kabupaten malang ke-449 mimin infoin jadwal jangan lupa pantengin terus ya,"hello malang residents, there are lots of people active in malang regency's 449th anniversary, mimin, for info on the schedule, don't forget to stay tuned.",Negatif
    gb tahap ke-4 ibu kota nusantara bangun hotel kali investasi datang pt arcs house wisata indonesia biasa sebut jambuluwuk bangun jambuluwuk nusantara hotel,"gb 4th stage, capital of the archipelago, builds a hotel, investment comes, pt arcs house, indonesian tourism, usually called jamuluwuk, builds jamuluwuk nusantara hotel",Negatif
posind bangun infrastruktur delivery robot drone advance robotic sorting machine utilisasi operasional logistik guna electric vehicle ev ikn,posind builds infrastructure for delivery robot drones advance robotic sorting machine utilization of logistics operations for electric vehicles ev ikn,Negatif
alas amat saran perintah tunda proyek kereta ikn nusantara fokus infrastruktur dasar lewat,"alas, the suggestion is to postpone the indonesian ikn train project to focus on basic infrastructure",Negatif
alas amat saran perintah tunda proyek kereta ikn nusantara fokus infrastruktur dasar lewat,"alas, the suggestion is to postpone the indonesian ikn train project to focus on basic infrastructure",Negatif
tanggap gus imin soal potong tumpeng ikn source youtube muhaimin iskandar date 7 januari 2024,gus imin's response about cutting tumpeng ikn source youtube muhaimin iskandar date 7 january 2024,Negatif
program hijau ikn nusantara bas lingkung,indonesian ikn green program bas lingkung,Negatif
air keran bisa langsung minum juli 2024,tap water can be drunk directly in july 2024,Negatif
wings group djarum heboh kabar hengkang konsorsium nusantara kata menteri investasi bahlil lahadalia gt,"wings group djarum is shocked by the news of the departure of the indonesian consortium, said the minister of investment, bahlil lahadalia, gt",Negatif
alas urgensi pindah ikn nusantara perata bangun,due to the urgency of moving to ikn nusantara perata wake,Negatif
permen rasa coklat tambah stamina layan indonesia bayar anies penasaran,chocolate flavored candy increases stamina serve indonesia pays anies curious,Negatif
larang kendara pribadi masuk kipp ikn dukung konsep green city,banning private vehicles from entering kipp ikn supports the green city concept,Negatif
jokowi soal debat ke-3 capres lihat justru saling serang simak berita lengkap,"jokowi regarding the 3rd presidential candidate debate, see actually attacking each other, read the complete news",Negatif
