tokenized_and_stemmed,tweet_english,klasifikasi,klasifikasi bayes
gue mikir kalo memang bpak kosong satu naik trus ikn dilanjutin pdhl udh tengah jalan bayang biaya udh dikeluarin buat ngebangun ikn bnr bnr ditelantarin sia sia gtu aja,"i think that if it's empty, just one ride and then it continues even though it's already in the middle of the road, i imagine the costs have already been paid to build it, but it's really just been abandoned for nothing.",Positif,Positif
sahkan dulu debat kemudian tuju gontok2an anak bangsa ikn omnibus law uu kpk uu mk psi paham kayak begini tau tegak lurus sama jokowi tidak peduli salah benar yang penting jokowi,"validate the debate first, then aim for mutual discussion among the nation's children, ikn omnibus law uu kpk uu mk psi, understand like this, know that you are perpendicular to jokowi, it doesn't matter if it's wrong, it's right, the important thing is jokowi",Positif,Positif
mohon kuat konsep ikn kait kelola lh agraria dlm kembang huni infrastruktur dukung aktifitas masyarakat ikn ipoleksosbud masa yad 03 lanjut ikn,please be strong in the concept of ikn relating to agrarian management in kembang libi infrastructure supporting community activities ikn ipoleksosbud masa yad 03 continued ikn,Positif,Positif
ga jadi pindah ikn kalo cuaca keren begini,don't move fish when the weather is cool like this,Positif,Positif
bener banget bff  sibuk ngurusin ikn ikat kepompong nasional,it's true that bff is busy taking care of the national cocoon-tying fish,Positif,Positif
jokowi sebentar henti ikn baru mulai memang jokowi mau jabat berapa preode lagi,"jokowi stopped for a while and then started, how many more years does jokowi want to serve?",Positif,Positif
sangat jelas ikn bukan bagi visi-misi bukan janji politik jokowi ikn program ujuk rencana pada,"it is very clear that ikn is not part of jokowi's vision and mission, not jokowi's political promises, ikn is a program for implementing plans",Positif,Positif
kalo sama pdip 3 periode selma pdip kuasa rakyat susah bbm dinaikkn presiden pdip diam tuju ikn kritik presiden lapor terus khianat jokowi baru teriak demokrasi nanti gitu lagi makanya capres jgn dijdikn berhala jdinya dkhianati,"if it's the same as pdp for 3 terms, then pdp will have people's power, it's hard for bbm to increase the pdp president, stay silent and criticize the president, keep reporting, betray jokowi, then shout about democracy, it'll be like that again, that's why presidential candidates shouldn't be made into idols, so they'll be betrayed.",Negatif,Positif
ijin masuk masalah amdal ikn soal ijin amdal di program bukan diri ikn nya jgn ikn nya bangun amdal nya susul malah rusak ekosistem depan nya,"permission to enter the ikn amdal problem regarding the amdal permit in the program, not the ikn itself, don't let the ikn build an amdal one after another, it will damage the ecosystem in front of it.",Netral,Positif
ah makasih koreksi my bad contoh poin 1 kurang tepat contoh lebih tepat mungkin kait tinjau ulang ikn kaji tahan bilang ikn masuk grey zone modernisasi alutsista bangun ikn sama berat anggar,"ah, thanks for correction, my bad example point 1 is not quite right, the example is more accurate, maybe the link is to review the ikn, review it, say ikn is in the gray zone, modernize defense equipment, build ikn with the same weight as fencing",Positif,Positif
kalau takut menteri mundur gerus suara prabowo coattail jokowi --- jokowi hilang wibawa dua menteri ikn banget mundur prabowo gibran layak 1 kelola apbn 2 layak bangun infrastruktur logika sederhana karena prabowo manfaatin coattail jokowi,"if you are afraid that the minister will resign, it will destroy prabowo's voice. jokowi's coattail --- jokowi will lose his authority. two ministers will really resign. prabowo gibran is worthy of 1 managing the apbn. 2. worthy of building simple logical infrastructure because prabowo is taking advantage of jokowi's coattail.",Positif,Positif
program jelas makan minum susu gratis terus ikn gombal,the clear program of eating and drinking free milk continues to be cheesy,Netral,Positif
atas aku bilang dukung 02 cuma bilang ikn bagus ini jawab truly omong kosong wlw gitu aku tetep tatap mata coba dengerin sampe naluri aku bicara apa pasti tau sampai engga banget akhir dia alih pmbicaraan,"above i said support 02 just said this is a good fish, the answer is truly bullshit but that's how i kept eye contact trying to listen until i instinctively said what would i know until it wasn't really in the end he changed the conversation",Positif,Positif
lepas pro amp kontra ny ikn keren bnr sumpah nyr tepost krena td hbs btre,"regardless of the pros and cons, it's really cool, i swear i didn't post it because it didn't last long",Positif,Positif
dosa besar pak lurah lama 10 tahun 2 periode jabat presiden indonesia 1 uu ite 2 omnibus law uu cipta kerja 3 proyek kereta cepat jakarta-bandung 4 proyek ikn 5 naik pajak negara 6 lindung koruptor 7 bikin hoax resesi th 2023 8 politik dinasti,mr. old village head's big sin 10 years 2 terms of office as president of indonesia 1 uu ite 2 omnibus law uu job creation 3 jakarta-bandung high-speed train project 4 ikn project 5 increase in state taxes 6 protect corruptors 7 make a hoax of recession in 2023 8 dynasty politics,Positif,Positif
muka gile kamu mungkin prabowo naikin gaji asn tni polri bengkalai ikn ma kagak jadi makan siang gratis susu ,"your face is crazy, maybe prabowo will increase the salary of the indonesian national police (tni) civil servants and ignore it so it won't be a free milk lunch",Negatif,Positif
lebih suerem paslon dukung teroris amp hizbut upaya ubah dasar negara khilafah kalau normalisasi zionist bagus dong sebentar kamu demo dubes israel ikn saudi arabia mesor uae turkiye punya hubung diplomatik israel,"it's more suerem for the candidate pair to support terrorists & hizbut, efforts to change the basis of the caliphate state, if zionist normalization is good, wait a minute, you demonstrate, the israeli ambassador, saudi arabia, mesor, uae, turkey, has israeli diplomatic relations",Positif,Positif
-rek kantor temenku cec butuh 1 inspektor arsitek 2 operator bim yang ngisi formasi ndak tempat ikn syarat arsitek minimal lulus 3 tahun kalau bim minimal lulus 2 tahun kirim ijazah ktp npwp cv,"- my friend cec's office needs 1 architect inspector, 2 bim operators who fill out the form, there's no place for an architect, the requirement is for an architect to have a minimum of 3 years of graduation, if for bim, a minimum of 2 years of graduation, send a diploma, ktp, npwp, cv.",Netral,Positif
mau ldr ngga nder penuh tapi ikn gantung tempat kerja xixixi btw trims sdh ditag,i want to open it and it's not full but it's hanging at work xixixi btw thanks for being tagged,Positif,Positif
concent ikn emang batalin kek udah lock deh anis ngusung ubah ikn tetep jalan coba dong data nyebutin mungkin bisa di batalin ga soal udah uu kan,"concent ikn actually cancels it, it's already locked, anis tries to change the ikn, it still works, please try it, the data says maybe it can be canceled, it doesn't matter if it's already done, right?",Positif,Positif
tanya kiyai kl pimpin penghianat rakyat jabat korup buat derita rakyat pakai uang rakyat bukan utama sejahtera rakyat lebih penting buat mercusuar ikn kereta cepat tidak siksa jg akhirat,"ask the kiyai if you lead a traitor to the people in a corrupt position for the people's suffering, using people's money is not the main thing for the welfare of the people, it's more important to make a lighthouse, fast trains don't cause torment in the afterlife",Positif,Positif
ni orang soal elektabilitasnya sendiri udah tau problem dan solusi malah terus dilakuin balik honestly i was rooting for ikn kalo orang jadi kepala solusi problem yang tawar tenaga ahli kayak gaakan yang dipake,"this is a person who is a matter of his own electability, he already knows the problems and solutions, but he continues to do it again. honestly, i was rooting for it if people became the head of problem solutions who offered experts like the ones they didn't use.",Positif,Positif
gw jadi bayangin 500an orang duduk hadap partai perintah vs partai luar perintah misal pdip vs pks gitu kan terus kemudian debat masalah ikn misal kemudian siar live youtube seru sih,"i can imagine 500 people sitting facing a party of command vs a party outside of command, for example, pdp vs. pks, like that, and then debating the issue of ikn, for example, then broadcasting live on youtube, it's really exciting.",Positif,Positif
gimana yah temen ku udah bangga banget soal sama jokowi bener harap program ikn dilanjutin terus ken nikel indo asai sama asing jokowi kemarin udah ngambil langkah tegas buat nikel juga suka anies ktanya ngacak program ahok,"how about it, my friend, i'm really proud of jokowi, i really hope that the ikn program will be continued, indo nickel asai and foreign jokowi yesterday took firm steps for nickel, he also likes anies, he said, messing up ahok's program.",Positif,Positif
udah gue reply jg seru soal kan bahas mafia2an gue suruh coba tonton dulu documentary sexy killer cari tau pemilik2 lahan tanah sekitar ikn sekali cari artikel video yt ngebahas anggar kmnhan 1700t harus habis tahun,"i've already replied that it's also interesting about discussing mafias. i told you to try watching the documentary sexy killer first, find out about land owners in the area, once look for a video article that discusses 1700t kmnhan fencing, it should be finished this year.",Positif,Positif
emang dah benar kaya ikn perlu tinjau ulang grasa-grusu legacy satu rezim pikir lebih baik tidak sia2 hutan tebas arsitek ancang kota salah satu penting peran sini ayo pikir,"it's true that it's really rich, we need to review the grasa-grusu legacy of one regime, think it's better not to waste forests, slash city planning architects, one of the important roles here, come on, think about it",Positif,Positif
pas gue tanya alas gamau milih 3 partai kalo abah malah cuma gara2 takut ikn dilanjutin yaelah,"when i asked why you didn't want to vote for 3 parties, if you did, it was just because you were afraid it would continue, okay?",Negatif,Positif
sayembara masterplan ikn dulu dah potensi baik menang negara rimba nusa kenapa makin kesini makin kesana kemana2,"ikn's master plan competition used to have good potential to win in the jungle country of nusa, why are you coming here and going everywhere?",Positif,Positif
akan ikn jadi another dubai architecture theme park akrobat2 bentuk lebih arsitek yang ok2 dan nikmat ada yang waduh apa2an nih ,"it will be another dubai architecture theme park, acrobatics, more architectural forms that are ok and delicious, there are those who wow what the heck?",Positif,Positif
sdh jadi usaha kaya gk perlu jadi menteri bakal jadi kuasa ikn,"if you have become a rich business, you don't need to be a minister to become a fish power",Positif,Positif
aneh hoby-nya buang duit proyek jelas tidak sentuh butuh dasar masyarakat ikn food estate kereta cepat begitu selesai mau subsidi naik pajak motor sekarang cuma tembok raksasa  mo bikin kubang ,"it's strange, his hobby is wasting money, obviously the project doesn't touch the basic needs of the community, ikn, food estate, fast train once it's finished, i want to subsidize the motorbike tax increase, now it's just a giant wall, you're going to make a hole in it",Positif,Positif
atrbpn menteri agraria tata ruang kepala badan tanah nasional atr bpn had tjahjanto damping presiden ri joko widodo rangkai leta batu pertama groundbreaking tinjau bangun ibu kota nusantara ikn,atrbpn minister of agrarian spatial planning head of national land agency atr bpn had tjahjanto accompanying president of the republic of indonesia joko widodo sangkai leta first stone groundbreaking review building archipelago capital ikn,Positif,Positif
bener mending golput gua suka proyek ikn siganjar bilang msh mau ngelanjutin ikn,"it's true that it's better to abstain, i like the ikn project. siganjar said he still wants to continue ikn",Positif,Positif
lebih masuk akal anggar 450 triliun tahun makan siang gratis rawan korupsi anggar besar nilai tara biaya total bangun ikn uang darimana,more reasonable budget 450 trillion a year free lunch prone to corruption large budget tare value total cost of building ikn where does the money come from,Positif,Positif
kata lanjut ikn sekarang butuh pangan urus makan cucu gratis gimana  lieur,"i continue to say that now i need food to take care of my grandchildren's meals for free, how can i lieur",Positif,Positif
mau 02 ibarat dosa kaya bayi baru lahir nyapres gagas sekarang tetap bakal gua pilih gagas terlalu kosong superfisial banding masalah ada makan siang gratis ikn impor sapi pajak umkm nyari ketua ormawa yang gagas bagus,wanting 02 is like a sin like a new born baby running for president gagas now i will still choose gagas too empty superficial appeal problem there is a free lunch ikn imported cattle tax umkm looking for a head of ormawa who has good ideas,Positif,Positif
jadi mau pindah ke ikn kalo dapet rezeki masa depan anak cucu mudah2an jadi lebih baik jakarta-bandung kabar gabung makin tambah sumpek pulau jawa kita lihat kembang ikn semangat lanjut bangun pak terimakasih pak,"so i want to move to ikn if i can get sustenance for the future of my children and grandchildren, hopefully jakarta-bandung will be better. the news of joining is getting increasingly crowded, the island of java, let's see the flowering of ikn. keep up your spirits, sir. thank you, sir.",Positif,Positif
pak ganjar tetap lanjut ikn bansos jadi bukan ubah,"mr ganjar is still continuing with social assistance, so that's not a change",Positif,Positif
lah ubah gimana kan pak ganjar masih komitmen terus ikn lanjut bansos jg,"so how do you change it, mr gangar is still committed to continuing social assistance too",Positif,Positif
menteri esdm target sedia plts tenaga 50 mau sokong ikn,minister of energy and mineral resources targets to have 50 plts ready to support ikn,Positif,Positif
saat sri out tinggal alas simpel utang negara kait rencana visi misi mau bijak amp ulah jokowi hal tidak sinkron kait lapor uang negara jkw sendiri sbg citra media banget ikn cenderung hoax,"when sri out, just a simple foundation of state debt related to plans, vision and mission, want to be wise and jokowi's actions, things that are not in sync, related to reporting state money, jkw itself as a media image really tends to be a hoax",Positif,Positif
wah mending lahan 230 ribu ha banding makan siang lahan gratis gegara kini kertas beli pabrik kertas tanah negara sebahagian kordinat masuk ikn hasyim punya otak maling,"wow, it's better if 230 thousand hectares of land compares to free land lunch because now paper is buying paper mills, state land, some of the coordinates for entering ikn hasyim have thieves' brains",Positif,Positif
hahaha jadi ikn tempat buang  lah ibukota bukan orang pilih malah orang buang,"hahaha so it's a place to throw away the capital, people don't choose it, people just throw it away",Positif,Positif
9 th gembar gembor bangun infrastruktur untuk buah jembatan desa sj tak mampu bangun tak guna kereta api cepat ikn food estate tel ratus triliun fasilitas dasar infrastruktur desa sj tak bangun rakyat desa buka mata jgn mau bodoh,9 years fanfare building infrastructure for fruit sj village bridge can't afford to build it doesn't use fast train ikn food estate tel hundred trillion basic facilities sj village infrastructure can't be built village people open their eyes don't want to be stupid,Negatif,Positif
program 02 makan siang gratis susu gratis sama ikn lagi,program 02 free lunch free milk and fish again,Positif,Positif
semua makan buai kata2 anies mau kasih waktu 2 periode 1 40 kota dia janji tak jadi nyata hny kelabu spy lihat lebih hebat 1 ikn lihat rekam jejak dki anies tetap anies jago omon-omon 03 lebih,all the words of anies want to give him 2 periods 1 40 cities he promised didn't come true just gray spy see more great 1 ikn see dki track record anies still anies is good at talking 03 more,Positif,Positif
pak sibuk bangun ikn pada bangun provinsi2 tinggal heran masih yang buta mata hati,"sir, you are busy building the fish and building the provinces, you just have to wonder who is still blind, the eyes of the heart",Negatif,Positif
jujur kalau terlalu kelompok masy libat mungkin ikn mulai bangun hari,"honestly, if too many community groups are involved, it might start to wake up",Positif,Positif
gue beneran mo daftar ikn karena jiwa bebas sy ronta,i really want to register for ikn because my free spirit is struggling,Positif,Positif
takdir kak temenku sadar kalo anies lebih baik masih kekeh prabowo trus takdir kata akan angkat pppk ketika mau milih prabowo nggak mau pindah ikn,"it's fate, my friend realized that anies was better off still laughing at prabowo, then fate said he would lift pppk when he wanted to vote, prabowo didn't want to move.",Positif,Positif
kata tunda sih lebih skala prioritas dlm arti bangun hanya fokus ikn but wallahualam,"the word postpone is more of a priority scale in the sense of waking up and just focusing on fish, but wallahualam",Positif,Positif
benar tani di proyek food estate ikn ya emang ada halusinasi bikin radang otak hati halal segala cara kuasa sori yee sori yee ,"it's true that farmers in the food estate project, yes, there are indeed hallucinations that cause inflammation of the brain, heart, halal, all the power of power, sorry yee, sorry yee",Negatif,Positif
nah makin tolol kan nihh utang indo per hari saja dah berapa t mau tambah buat makan siang gratis 470t kemudiaan susu gratis dri 1 5jt sapi lalu ken lanjut ikn butuh berapa ribu t lgi buat program pentinrg,"well, it's getting more and more stupid, isn't the indonesian debt per day just how much do you want to add to the free lunch, 470 thousand, then free milk from 1,5 million cows, then let's continue, how many thousands do you need, more for an important program?",Positif,Positif
semua karna bangun ikn butuh duit besar kalo bukan pajak yah solusi,"all because building a fish requires a lot of money, if not taxes, that's the solution",Netral,Positif
kayak asn k l pusat udah pindah ikn nih kominfo,"it's like the asn has moved the center, right? kominfo",Positif,Positif
mulai dengan food estate ikn kendeng pakel tumpang pitu papua geotherman dieng rob semarang asap jakarta wadas tamansari dago elos rempang urutsewu tambang emas trenggalek nyia pltu batang pltu cirebon kurang kita tambahin bawah,starting with food estate ikn kendeng pakel tumpang pitu papua geotherman dieng rob semarang smoke jakarta wadas tamansari dago elos rempang urutsewu trenggalek gold mine nyia batang power plant cirebon less we add below,Negatif,Positif
memang mau ditaroh mana sapi 2 juta ekor apa mau ditaroh bekas pudestet curiga pull korupsi siapa akan miara berapa ahli ternak semua tenaga kerja berapa biaya miaranya woi duit mana itu ikn bikin proyek maling,"where do you want to put the 2 million head of cattle? do you want to put it? the ex-pudestet is suspicious of corruption. who will do it? how many livestock experts are all the workers? how much will the miara cost? hey, where's the money? i'm making a thief's project.",Positif,Positif
kan tanah buat adik kerjasama sama israel makanya ngebet jadi presiden tanah ikn asai israel,"the land for my brother is in collaboration with israel, that's why i want to become president of tanah ikn asai israel",Netral,Positif
i can t believe he has the audacity to say ikn kan bangun perata ,i can't believe he has the audacity to say it's a build leveler,Netral,Positif
pak ganjar komitmen terus ikn lanjut bansos nusron bilang realokasi dana bansos buat makan gratis,sir rewards commitment to continuing to continue social assistance nusron said to reallocate social assistance funds for free meals,Positif,Positif
bukan jadi awas benar jadi jubir metland milik lahan videotron fakta milik metland adl dukung ikn metland jadi tempat rawan paktua-bayi nepotisme ada giat ujung rejim,"not so be careful, be a spokesperson for metland, which is owned by videotron land, the fact is that metland's property is supporting ikn, metland is a place prone to nepotism, which is active at the end of the regime",Positif,Positif
 gk masyarakat bodoh mau gabung krna barter 1 dapat proyek food easte lahan beliau kuasa 2 dapat proyek ikn 3 dukung pilpres 2024 beliau sendiri kata bisnis macet gk kuasa,"don't stupid people want to join because of bartering? 1. get the food easte project, the land he controls. 2. get the fish project. 3. support the 2024 presidential election. he himself says business is stalled. no power.",Negatif,Positif
jelas runtut cara ikn wujud perata cara ikn tingkat ekonomi papua aceh malu lain,it is clear that the economic level of papua aceh is one of the other ways to level out the economic level,Positif,Positif
pak ganjar masih komitmen terus ikn pak ganjar-mahfud lanjut bansos menggurang justru tambah cakup,"mr gangar is still committed to continuing, mr gangar-mahfud continues to reduce social assistance and actually increase coverage.",Positif,Positif
hemat anggar pilih gubernur tapi ikn jalan presiden itu,"it's economical to choose governor, but it's the president's way",Positif,Positif
bener bnget arah politik ganjar agak kurang jelas mau oposisi lanjut nggak jelas kalau aku jadi ganjar mending langsung oposisi cara beda dengan aniess lebih sehat sok an oposisi ada jilat nya rezim cnth ikn,"it's true that the political direction of reward is a bit unclear, whether the opposition will continue, it's not clear that if i become a reward, it's better to go directly to the opposition. the different method with aniess is healthier, so the opposition has a lick of the regime, for example, ikn",Positif,Positif
baru mau tawar diri trus baca mau tinggal ikn  are you serious,i was just about to offer myself up then just read and say are you serious,Negatif,Positif
dana stungitng puskesmas aj korupsi abiss abisaan cuma apaa lgian bicara dana dana makan siang tuh lebih gede dri bangun ikn dri duit,"funding for supporting community health centers, corruption is abyss, what else are you talking about, lunch funds are bigger than building money from money",Positif,Positif
akhirnyaaaa yang bahassss alhamdulilah puji tuhan haleluya so adalah alas knp 2030 butuh militer kuat alas knp ikn bukan masalah sepele biasa yang sepele akan bikin 10 negara was was,"finally what was discussed, thank god, thank god, hallelujah, so that's the reason why 2030 needs a strong military, the reason why ikn is not an ordinary trivial problem that will make 10 countries anxious",Negatif,Positif
berak kebon  kalau dukung konservasi lahan 500 hektar kagak diserahin dijadiin proyek ikn,"if it supports the conservation of 500 hectares of land, it cannot be turned over to become an fishery project",Netral,Positif
bilang ikn lebih penting otak gimana,i say the brain is more important,Positif,Positif
kalau uu soal calon wakil presiden bisa revisi tutup mungkin uu ikn sebenernya perlu hindar hanya optimal satu titik baru nol lupa titik lain sudah olah ngutamain anak bungsu kakak dilupain,"if the law is about the vice presidential candidate, you can revise it, maybe you actually need to avoid it, only optimally one point, then zero, forget the other point, you have already prioritized the youngest child, brother, forget it",Negatif,Positif
wah abot ki sama sulung mbak jawa iman umur bapak-ibuk prefer mantu asn ibuk-bapak mau anak kerja tinggal ikn good luck bang moga segera dapet,"wow, abot ki and eldest miss java, iman's age, ladies and gentlemen, prefer in-laws, asn, if you want your child to work, just have a good luck, bro, i hope you get it soon",Positif,Positif
panglima jilah tuju alam sudah rusak kalimantan tanam beton2 ikn kata guna sia2 kan logika nya alam rusak baik bukan malah di ancurin,"panglima jilah tui nature has been damaged, kalimantan, planting concrete, words are useless, isn't it the logic that nature is damaged, not destroyed?",Negatif,Positif
pas bahas ikn arti desak anies kalimantan cmiiw soal lupa,right when discussing the meaning of anies' insistence in kalimantan cmiiw about forgetting,Positif,Positif
ubah mata pak ganjar komitmen terus ikn lanjut bansos,"change your eyes, sir, reward commitment and continue social assistance",Positif,Positif
anak muda pas makan sama teman di bahas politic nyata soal ikn lah milih calon presiden nya si a b c lah kagum nih gue dengernya aware soal politik nyata,"when young people eat with friends, they discuss real politics about fish, choose their presidential candidate, a b c, i'm amazed to hear that they are aware of real politics.",Positif,Positif
jangan bawa2 nama tuhan fakta bang ara masuk tim konsorsium ikn lho kan kasihan tuhan jadi kambing hitam,"don't bring up god's name, the fact that bang ara entered the ikn consortium team, you know, it's a shame for god to be a scapegoat",Netral,Positif
amat prediksi wadas ikn bakal bahas debat empat capres-cawapres,wadas ikn really predicts that it will discuss the debate between the four presidential and vice presidential candidates,Positif,Positif
jangan2 konspirasi cetus ikn proyek reklamasi cegat jadi nyari lahan baru kalo beneran pantes abah jegal habis2an cukong2 udh keluar duit biar proyek ttp jalan,"don't let the conspiracy spark the reclamation project being stopped so you're looking for new land. if it's really worth it, you're going all out, the barons are already spending money to keep the project going.",Positif,Positif
1 pontianak emang bagi jika ikn sdh jadi 2 makan siang gratis bukan solusi cegah stunting 3 kalau mau debat jangan belakang orgnya pak lgsg didpn orang nya debat capres kmrn,"1 pontianak really will give if the fish is already ready 2 free lunch is not a solution to prevent stunting 3 if you want to debate, don't go behind the person, sir, go directly in front of the person, debate the presidential candidate tomorrow",Positif,Positif
makin yakin sdg baik pokok ngartikannya balik antithesisnya kalau hari koordinasi jadi sungguh bukan koordinasi rekreasi pelosok negeri cari solusi macet investasi ikn,"increasingly confident that it is good, the main thing is to reinterpret the antithesis if the day of coordination is really not a coordination of recreation across the country looking for a solution to the stalled fish investment",Positif,Positif
pusat latih pssi ikn dapat perhati presiden jokowi progres bangun 20 target selesai mei 2024 harap besar lahir atlet kelas dunia indonesia,pssi ikn training center can pay attention to president jokowi's progress in building 20 targets for completion in may 2024. great hope for world class indonesian athletes to be born,Positif,Positif
bapak ngejelasin mulai problema bumn konstruksi potensi ikn capres taktik jatuh lawan politik so fun  padahal aku ngga tau apa cmn nanya doang bapak detail jelasin semuaaa makasih pak,"sir explained starting from the problems of state-owned construction, potential presidential candidates, tactics for falling political opponents, so fun, even though i don't know what to do, just ask, sir, explain everything in detail, thank you, sir.",Positif,Positif
iseng ah tolak mbak2 jawa lebih tua 7 tahun urus tinggal ikn saja sedang dinas salah satu kab kalimantan,"just for fun, reject it, javanese ladies who are 7 years older, just take care of the fish and are currently serving in one of the districts of kalimantan.",Positif,Positif
gila bang ara nyata maneuvernya kurang rapih main dulu kek wkwkkw cari investor buat ikn misal aguan kawan saja main rapi netral kmn2 sibuk cari cuan kan skrg bang ara bisnismen bgt,"it's crazy, bro, it's real that your maneuvers aren't very neat, just play first, wow, look for investors for fish, for example, friends, just play neatly, neutral, but you're busy looking for money right now, bro, you're really a businessman.",Positif,Positif
ubah apa ganjar masih komitmen terus ikn lanjut bansos kurang justru malah tambah cakup,"change what the reward is, still make a commitment to continue, social assistance is less than enough, in fact it becomes more comprehensive",Positif,Positif
remeh ikn kan udah jadi undang ikn dukung lembaga negara kalau kritis ikn beda sama orang kritis thp food estate yang rugi negara rp 6 triliun rusak lingkung amp rugi masyarakat adat persis orde baru,"it's trivial, fish has become a law, support state institutions if it's critical, fish is different from critical people, but food estates cost the state rp. 6 trillion, damage to the environment & losses to indigenous communities, exactly the same as the new order",Positif,Positif
jangan gitu bang sibuk push ikn biar tanah adinda lakuuu,"don't be like that, bro, busy pushing fish so that your land will do well",Positif,Positif
ikn sangat beri dampak positif bangsa,ikn really has a positive impact on the nation,Positif,Positif
edisi cari calon istri nih  asn pria lahir thn 1998 dom jakpus kriteria islam umur lebih muda mau tinggal ikn kalo mba mba jawa sila balas tweet siapa cepat dapat,"this edition of looking for a future wife is a male candidate born in 1998 in jakarta, islamic criteria, younger age, want to stay, if you are a javanese lady, please reply to the tweet, first come first served",Positif,Positif
makanya penting makan drpada ikn mewah,that's why it's important to eat instead of luxury fish,Positif,Positif
lama janji jokowi kena esemka indosat hutang bagi2 kursi import rupiah roket ikn non apbn bukti lama 9 tahun masih yang percaya ucap jokowi dukung pilih no 1 amin,long ago jokowi's promise was subject to esemka indosat's debt for 2 seats imported rupiah rocket ikn non apbn old proof 9 years old still believers said jokowi supports vote no 1 amen,Negatif,Positif
saya tau argumen karna dukung ikn perata jakarta butuh anies selesai program but ayo lah bro you know makin suara sadar dukung 01 makin besar konten kamu guna serang 01,i know the argument for supporting ikn perata jakarta needs anies to finish the program but come on bro you know the more conscious voices support 01 the greater your content will be for serang 01,Positif,Positif
nusantara green pesantren upaya wujud visi ikn kota hutan yang lanjut kompascom baca berita iklan download aplikasi,"nusantara green islamic boarding school is an effort to realize the vision of ikn, a forest city that continues kompascom, read news, advertisements, download the application",Negatif,Positif
menteri kerja umum rumah rakyat pupr basuki hadimuljono tak mau tahu proyek jalan tol ibu kota negara ikn nusantara ikn kaliman,public works minister pupr basuki hadimuljono doesn't want to know about the toll road project for the country's capital ikn nusantara ikn kaliman,Netral,Positif
couldn t agree more aku mantab dukung pak anies bukan karena profil beliau jg dengar langsung papar analisa tim ttg ikn pak tom lembong pakar investasi prof sulfikar amir pakar sosiologi kota november lalu baru telah poin visi misi,"couldn't agree more, i really support mr. anies, not because of his profile, i also listened directly to the team's analysis of ikn, mr. tom lembong, investment expert, prof. sulkar amir, city sociology expert. last november, i just had the vision and mission points",Positif,Positif
kalau 5 pulau besar penuh standar butuh kembang aman posture infrastruktur sejahtera dengan sendiri indonesia mamur sejahtera sebab tuju ikn itu logis sebar cepat bangun,"if the 5 big islands are full of standards, they need safe development, prosperous infrastructure posture, indonesia is prosperous, because the goal of fish is logical, spread quickly, build",Positif,Positif
pak tua makan mulu dikampamyekan duit mana belumm proyek ikn kereta cepat naik pajak cekik rakyat,"the old man is always campaigning for money, but the high-speed train project will increase taxes, strangling the people",Positif,Positif
jokowi the king of indonesia s game theory lawan jadi kawan pepet truly game maker jujur skeptis jokowi nyusun strategi sendiri you know la it s so over for us ikn libas kabeh broo,jokowi the king of indonesia's game theory opponents become friends pepet truly game maker honest skeptic jokowi makes his own strategy you know la it's so over for us ikn libas kabeh broo,Positif,Positif
kurang cukup sang raja menfaatkan orang dayak buat tameng nya  tidak sadar janji bangun dayak center di ikn nyata nol putul,"it wasn't enough that the king used dayak people as shields, he didn't realize that the promise to build a dayak center in ikn was actually zero putul.",Negatif,Positif
simbol lanjut prabowo-gibran paling komitmen tuntas bangun ikn radar kudus radar kudus,prabowo-gibran's next symbol is the most committed to completely building ikn kudus radar kudus radar,Positif,Positif
simbol lanjut prabowo-gibran paling komitmen tuntas bangun ikn radar kudus radar kudus,prabowo-gibran's next symbol is the most committed to completely building ikn kudus radar kudus radar,Positif,Positif
menteri kerja umum rumah rakyat pupr basuki hadimuljono janji kualitas jalan tol ikn nusantara baik indonesia,public works minister pupr basuki hadimuljono promises that the quality of indonesia's ikn archipelago toll road will be good,Positif,Positif
memang panutan sih jangan2 islam mu cuma ktp ,it's true that your role model isn't just an id card,Positif,Positif
metland tambun bekas mjd tempat kata ortunya gen milenial amp z rawan paktua-bayi nepotisme itu ciputra milik metland dukung ikn woy berani bahas fakta ini ga culi videotron kait pihak politik toh,"metland has become a place where parents say millennial genes are prone to nepotism, that's metland's ciputra, support ikn, wow, dare to discuss this fact, don't be fooled by videotron's connection to political parties, anyway",Positif,Positif
wow dana mana kan udah habis buat susu makan siang gratis pak lagi ikn dari pajak motor bensin,"wow, where have you run out of funds for free lunch milk, sir, and the money comes from motorbike petrol tax",Positif,Positif
tingkat investasi khusus bangun jalan lanjut bangun psn masuk ibu kota nusantara ikn,"special investment level to build roads and continue building psn to enter the capital of the indonesian archipelago, ikn",Positif,Positif
atrbpn menteri agraria tata ruang kepala badan tanah nasional atr bpn had tjahjanto damping presiden ri joko widodo rangkai leta batu pertama groundbreaking tinjau bangun ibu kota nusantara ikn,atrbpn minister of agrarian spatial planning head of national land agency atr bpn had tjahjanto accompanying president of the republic of indonesia joko widodo sangkai leta first stone groundbreaking review building archipelago capital ikn,Positif,Positif
om bonnie boleh tiru ara sukses ngumpulin setor usaha atas nama partai maupun gelap bijak ijin dll diurusin besar feenya tajir inves ikn bareng aguan punya rumah jalan diponegoro kiat anggota dpr jadi usaha kaya,"uncle bonnie, can you imitate how to successfully collect business deposits in the name of the party or how to get rid of permits, etc., take care of big fees, earn money, invest in fish together with me, have a house on jalan diponegoro, tips for dpr members to become rich in business",Positif,Positif
